CPU	 17	 0.03335
CPU	 19	 0.033325
CPU	 21	 0.05
CPU	 23	 0.033325
CPU	 25	 0.03335
CPU	 27	 0.01665
CPU	 29	 0.03335
CPU	 31	 0.033325
CPU	 33	 0.033325
CPU	 35	 0.05
CPU	 37	 0.03335
CPU	 39	 0.033325
CPU	 41	 0.033325
CPU	 43	 0.03335
CPU	 45	 0.033325
CPU	 47	 0.033325
CPU	 49	 0.05
CPU	 51	 0.03335
CPU	 53	 0.033325
CPU	 55	 0.033325
CPU	 57	 0.03335
CPU	 59	 0.033325
CPU	 61	 0.033325
CPU	 63	 0.05
CPU	 65	 0.03335
CPU	 67	 0.033325
CPU	 69	 0.033325
CPU	 71	 0.03335
CPU	 73	 0.033325
CPU	 75	 0.033325
CPU	 77	 0.05
CPU	 79	 0.03335
CPU	 81	 0.033325
CPU	 83	 0.033325
CPU	 85	 0.016675
CPU	 87	 0.033325
CPU	 89	 0.03335
CPU	 91	 0.05
CPU	 93	 0.033325
CPU	 95	 0.033325
CPU	 97	 0.03335
CPU	 1	 0.05
CPU	 99	 0.033325
CPU	 3	 0.033325
CPU	 5	 0.03335
CPU	 7	 0.033325
CPU	 9	 0.033325
CPU	 11	 0.03335
CPU	 13	 0.033325
CPU	 15	 0.033325
IO	 18	 920.317
IO	 20	 920.3
IO	 22	 920.283
IO	 24	 920.267
IO	 26	 920.267
IO	 28	 920.267
IO	 30	 920.267
IO	 32	 920.25
IO	 34	 920.233
IO	 36	 920.183
IO	 38	 920.15
IO	 40	 920.133
IO	 42	 920.117
IO	 44	 920.1
IO	 46	 920.083
IO	 48	 920.05
IO	 50	 920.017
IO	 52	 920
IO	 54	 919.983
IO	 56	 919.95
IO	 58	 919.933
IO	 60	 919.917
IO	 62	 919.883
IO	 64	 919.85
IO	 66	 919.817
IO	 68	 919.8
IO	 70	 919.783
IO	 72	 919.75
IO	 74	 919.717
IO	 76	 919.7
IO	 78	 919.65
IO	 80	 919.633
IO	 82	 919.6
IO	 84	 919.583
IO	 86	 919.567
IO	 88	 919.533
IO	 90	 919.5
IO	 92	 919.45
IO	 94	 919.433
IO	 96	 919.4
IO	 98	 919.367
IO	 2	 921.05
IO	 4	 921.017
IO	 0	 921.1
IO	 10	 920.917
IO	 6	 920.983
IO	 12	 920.883
IO	 8	 920.95
IO	 16	 920.833
IO	 14	 920.867
